scenario,description,counterfactual_class,counterfactual_level,counterfactual,irrigation,additional_extension,sowing_window_shift,fertilizer,temperature,rainfall,ensemble_member,climate_anomalies,cereal_prodn_pctile,cereal_prodn_tercile
S5_PLNT_pdp30_E18,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,18,"warm,wet",0.21,Low tercile
S5_PLNT_pdp30_E19,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,19,"cool,wet",0.61,Middle tercile
S5_PLNT_pdp30_E20,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,20,"cool,wet",0.18,Low tercile
S5_PLNT_pdp30_E21,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,21,"cool,wet",0.85,High tercile
S5_PLNT_pdp30_E22,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,22,"cool,wet",0.48,Middle tercile
S5_PLNT_pdp30_E23,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,23,"cool,dry",0.76,High tercile
S5_PLNT_pdp30_E24,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,24,"cool,dry",0.55,Middle tercile
S5_PLNT_pdp30_E25,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,25,"cool,dry",0.94,High tercile
S5_PLNT_pdp30_E26,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,26,midrange,0.82,High tercile
S5_PLNT_pdp30_E27,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,27,midrange,0.73,High tercile
S5_PLNT_pdp30_E28,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,28,"warm,dry",0.79,High tercile
S5_PLNT_pdp30_E29,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,29,midrange,0.91,High tercile
S5_PLNT_pdp30_E30,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,30,"cool,wet",0.42,Middle tercile
S5_PLNT_pdp30_E31,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,31,"cool,dry",0.39,Middle tercile
S5_PLNT_pdp30_E32,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,32,"cool,dry",0.97,High tercile
S5_PLNT_pdp30_E33,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,33,"cool,dry",0.7,High tercile
S5_PLNT_pdp30_E34,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,34,"cool,dry",0.64,Middle tercile
S6_FERT_fr25_H,Historical,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,NA,NA,NA,NA
S6_FERT_fr25_E01,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,1,"warm,wet",0.12,Low tercile
S6_FERT_fr25_E02,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,2,midrange,0.15,Low tercile
S6_FERT_fr25_E03,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,3,"warm,dry",0.24,Low tercile
S6_FERT_fr25_E04,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,4,midrange,0.27,Low tercile
S6_FERT_fr25_E05,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,5,"cool,wet",0.03,Low tercile
S6_FERT_fr25_E06,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,6,midrange,0.67,Middle tercile
S6_FERT_fr25_E07,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,7,"warm,wet",0.3,Low tercile
S6_FERT_fr25_E08,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,8,midrange,0.09,Low tercile
S6_FERT_fr25_E09,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,9,"warm,dry",1,High tercile
S6_FERT_fr25_E10,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,10,"cool,wet",0.52,Middle tercile
S6_FERT_fr25_E11,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,11,midrange,0.06,Low tercile
S6_FERT_fr25_E12,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,12,"cool,wet",0,Low tercile
S6_FERT_fr25_E13,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,13,"warm,dry",0.58,Middle tercile
S6_FERT_fr25_E14,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,14,"warm,dry",0.88,High tercile
S6_FERT_fr25_E15,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,15,"warm,dry",0.36,Middle tercile
S6_FERT_fr25_E16,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,16,"warm,dry",0.45,Middle tercile
S6_FERT_fr25_E17,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,17,"warm,wet",0.33,Low tercile
S6_FERT_fr25_E18,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,18,"warm,wet",0.21,Low tercile
S6_FERT_fr25_E19,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,19,"cool,wet",0.61,Middle tercile
S6_FERT_fr25_E20,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,20,"cool,wet",0.18,Low tercile
S6_FERT_fr25_E21,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,21,"cool,wet",0.85,High tercile
S6_FERT_fr25_E22,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,22,"cool,wet",0.48,Middle tercile
S6_FERT_fr25_E23,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,23,"cool,dry",0.76,High tercile
S6_FERT_fr25_E24,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,24,"cool,dry",0.55,Middle tercile
S6_FERT_fr25_E25,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,25,"cool,dry",0.94,High tercile
S6_FERT_fr25_E26,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,26,midrange,0.82,High tercile
S6_FERT_fr25_E27,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,27,midrange,0.73,High tercile
S6_FERT_fr25_E28,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,28,"warm,dry",0.79,High tercile
S6_FERT_fr25_E29,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,29,midrange,0.91,High tercile
S6_FERT_fr25_E30,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,30,"cool,wet",0.42,Middle tercile
S6_FERT_fr25_E31,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,31,"cool,dry",0.39,Middle tercile
S6_FERT_fr25_E32,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,32,"cool,dry",0.97,High tercile
S6_FERT_fr25_E33,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,33,"cool,dry",0.7,High tercile
S6_FERT_fr25_E34,Backcast 30 Apr 2018,Additional fertilizer,+25 kg N/ha,Additional 25 kg N/ha fertilizer,0.006,0,0,25,0,0,34,"cool,dry",0.64,Middle tercile
S6_FERT_fr50_H,Historical,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,NA,NA,NA,NA
S6_FERT_fr50_E01,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,1,"warm,wet",0.12,Low tercile
S6_FERT_fr50_E02,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,2,midrange,0.15,Low tercile
S6_FERT_fr50_E03,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,3,"warm,dry",0.24,Low tercile
S6_FERT_fr50_E04,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,4,midrange,0.27,Low tercile
S6_FERT_fr50_E05,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,5,"cool,wet",0.03,Low tercile
S6_FERT_fr50_E06,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,6,midrange,0.67,Middle tercile
S6_FERT_fr50_E07,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,7,"warm,wet",0.3,Low tercile
S6_FERT_fr50_E08,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,8,midrange,0.09,Low tercile
S6_FERT_fr50_E09,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,9,"warm,dry",1,High tercile
S6_FERT_fr50_E10,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,10,"cool,wet",0.52,Middle tercile
S6_FERT_fr50_E11,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,11,midrange,0.06,Low tercile
S6_FERT_fr50_E12,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,12,"cool,wet",0,Low tercile
S6_FERT_fr50_E13,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,13,"warm,dry",0.58,Middle tercile
S6_FERT_fr50_E14,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,14,"warm,dry",0.88,High tercile
S6_FERT_fr50_E15,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,15,"warm,dry",0.36,Middle tercile
S6_FERT_fr50_E16,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,16,"warm,dry",0.45,Middle tercile
S6_FERT_fr50_E17,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,17,"warm,wet",0.33,Low tercile
S6_FERT_fr50_E18,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,18,"warm,wet",0.21,Low tercile
S6_FERT_fr50_E19,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,19,"cool,wet",0.61,Middle tercile
S6_FERT_fr50_E20,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,20,"cool,wet",0.18,Low tercile
S6_FERT_fr50_E21,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,21,"cool,wet",0.85,High tercile
S6_FERT_fr50_E22,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,22,"cool,wet",0.48,Middle tercile
S6_FERT_fr50_E23,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,23,"cool,dry",0.76,High tercile
S6_FERT_fr50_E24,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,24,"cool,dry",0.55,Middle tercile
S6_FERT_fr50_E25,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,25,"cool,dry",0.94,High tercile
S6_FERT_fr50_E26,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,26,midrange,0.82,High tercile
S6_FERT_fr50_E27,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,27,midrange,0.73,High tercile
S6_FERT_fr50_E28,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,28,"warm,dry",0.79,High tercile
S6_FERT_fr50_E29,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,29,midrange,0.91,High tercile
S6_FERT_fr50_E30,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,30,"cool,wet",0.42,Middle tercile
S6_FERT_fr50_E31,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,31,"cool,dry",0.39,Middle tercile
S6_FERT_fr50_E32,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,32,"cool,dry",0.97,High tercile
S6_FERT_fr50_E33,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,33,"cool,dry",0.7,High tercile
S6_FERT_fr50_E34,Backcast 30 Apr 2018,Additional fertilizer,+50 kg N/ha,Additional 50 kg N/ha fertilizer,0.006,0,0,50,0,0,34,"cool,dry",0.64,Middle tercile
S6_FERT_fr100_H,Historical,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,NA,NA,NA,NA
S6_FERT_fr100_E01,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,1,"warm,wet",0.12,Low tercile
S6_FERT_fr100_E02,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,2,midrange,0.15,Low tercile
S6_FERT_fr100_E03,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,3,"warm,dry",0.24,Low tercile
S6_FERT_fr100_E04,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,4,midrange,0.27,Low tercile
S6_FERT_fr100_E05,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,5,"cool,wet",0.03,Low tercile
S6_FERT_fr100_E06,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,6,midrange,0.67,Middle tercile
S6_FERT_fr100_E07,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,7,"warm,wet",0.3,Low tercile
S6_FERT_fr100_E08,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,8,midrange,0.09,Low tercile
S6_FERT_fr100_E09,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,9,"warm,dry",1,High tercile
S6_FERT_fr100_E10,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,10,"cool,wet",0.52,Middle tercile
S6_FERT_fr100_E11,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,11,midrange,0.06,Low tercile
S6_FERT_fr100_E12,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,12,"cool,wet",0,Low tercile
S6_FERT_fr100_E13,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,13,"warm,dry",0.58,Middle tercile
S6_FERT_fr100_E14,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,14,"warm,dry",0.88,High tercile
S6_FERT_fr100_E15,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,15,"warm,dry",0.36,Middle tercile
S6_FERT_fr100_E16,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,16,"warm,dry",0.45,Middle tercile
S6_FERT_fr100_E17,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,17,"warm,wet",0.33,Low tercile
S6_FERT_fr100_E18,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,18,"warm,wet",0.21,Low tercile
S6_FERT_fr100_E19,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,19,"cool,wet",0.61,Middle tercile
S6_FERT_fr100_E20,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,20,"cool,wet",0.18,Low tercile
S6_FERT_fr100_E21,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,21,"cool,wet",0.85,High tercile
S6_FERT_fr100_E22,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,22,"cool,wet",0.48,Middle tercile
S6_FERT_fr100_E23,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,23,"cool,dry",0.76,High tercile
S6_FERT_fr100_E24,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,24,"cool,dry",0.55,Middle tercile
S6_FERT_fr100_E25,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,25,"cool,dry",0.94,High tercile
S6_FERT_fr100_E26,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,26,midrange,0.82,High tercile
S6_FERT_fr100_E27,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,27,midrange,0.73,High tercile
S6_FERT_fr100_E28,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,28,"warm,dry",0.79,High tercile
S6_FERT_fr100_E29,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,29,midrange,0.91,High tercile
S6_FERT_fr100_E30,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,30,"cool,wet",0.42,Middle tercile
S6_FERT_fr100_E31,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,31,"cool,dry",0.39,Middle tercile
S6_FERT_fr100_E32,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,32,"cool,dry",0.97,High tercile
S6_FERT_fr100_E33,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,33,"cool,dry",0.7,High tercile
S6_FERT_fr100_E34,Backcast 30 Apr 2018,Additional fertilizer,+100 kg N/ha,Additional 100 kg N/ha fertilizer,0.006,0,0,100,0,0,34,"cool,dry",0.64,Middle tercile
S7_RAIN_rn050_H,Historical,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,NA,NA,NA,NA
S7_RAIN_rn050_E01,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,1,"warm,wet",0.12,Low tercile
S7_RAIN_rn050_E02,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,2,midrange,0.15,Low tercile
S7_RAIN_rn050_E03,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,3,"warm,dry",0.24,Low tercile
S7_RAIN_rn050_E04,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,4,midrange,0.27,Low tercile
S7_RAIN_rn050_E05,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,5,"cool,wet",0.03,Low tercile
S7_RAIN_rn050_E06,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,6,midrange,0.67,Middle tercile
S7_RAIN_rn050_E07,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,7,"warm,wet",0.3,Low tercile
S7_RAIN_rn050_E08,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,8,midrange,0.09,Low tercile
S7_RAIN_rn050_E09,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,9,"warm,dry",1,High tercile
S7_RAIN_rn050_E10,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,10,"cool,wet",0.52,Middle tercile
S7_RAIN_rn050_E11,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,11,midrange,0.06,Low tercile
S7_RAIN_rn050_E12,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,12,"cool,wet",0,Low tercile
S7_RAIN_rn050_E13,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,13,"warm,dry",0.58,Middle tercile
S7_RAIN_rn050_E14,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,14,"warm,dry",0.88,High tercile
S7_RAIN_rn050_E15,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,15,"warm,dry",0.36,Middle tercile
S7_RAIN_rn050_E16,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,16,"warm,dry",0.45,Middle tercile
S7_RAIN_rn050_E17,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,17,"warm,wet",0.33,Low tercile
S7_RAIN_rn050_E18,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,18,"warm,wet",0.21,Low tercile
S7_RAIN_rn050_E19,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,19,"cool,wet",0.61,Middle tercile
S7_RAIN_rn050_E20,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,20,"cool,wet",0.18,Low tercile
S7_RAIN_rn050_E21,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,21,"cool,wet",0.85,High tercile
S7_RAIN_rn050_E22,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,22,"cool,wet",0.48,Middle tercile
S7_RAIN_rn050_E23,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,23,"cool,dry",0.76,High tercile
S7_RAIN_rn050_E24,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,24,"cool,dry",0.55,Middle tercile
S7_RAIN_rn050_E25,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,25,"cool,dry",0.94,High tercile
S7_RAIN_rn050_E26,Backcast 30 Apr 2018,Rainfall change,50% of current,Rainfall 50% of current,0.006,0,0,0,0,0.5,26,midrange,0.82,High tercile
